tahun_bulan,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2016-02,Aotizhongxin,34.78891169611692,64.01424449547352,12.344219584468792,55.15333442289217,777.4827642629591,51.64224137931034,1.398419540229885,1022.5597701149425,-15.088218390804597,8.230017216123774e-06,1.5654008828465056
2015-08,Aotizhongxin,45.66715083892679,77.52391968496765,4.17741935483871,49.50500628371467,856.044765571366,57.631346671248146,26.435752688172045,1003.4041666666666,18.446102150537634,2.1557335417717757e-05,1.48224115015355
2015-09,Aotizhongxin,45.86361526225061,82.68892352479374,5.744868204426193,53.308925088467156,939.0772370028824,45.905291711418165,20.600833333333334,1011.3548611111111,13.76986111111111,4.6142963191733965e-05,1.5220047579660236
2016-08,Aotizhongxin,46.465053763440864,65.1911689899146,2.75,51.20551884365083,750.8320672550462,51.98094594405253,27.863306451612903,1003.5900537634409,19.286827956989246,1.4371556945145171e-05,1.530334628507083
2015-10,Aotizhongxin,46.61920499749766,80.59485958106757,5.919127208496168,57.137435205516056,949.1252364621141,34.42766818315633,14.319758064516128,1015.7254032258064,4.153091397849463,1.129193759975692e-05,1.4773102530273305
2016-05,Aotizhongxin,47.551508991852685,76.4115210704729,9.123952189176658,52.76178305908342,641.9967995542406,57.1805986787984,21.67284946236559,1005.5413978494624,6.201881720430107,1.7451176290533423e-05,1.6198606915775082
2014-12,Aotizhongxin,47.61365973034868,83.29795830918913,12.120330620845568,54.560590033798135,864.7347419386168,33.181451612903224,-0.6487903225806452,1024.0807795698925,-15.028091397849462,0.0,1.48866370506066
2017-02,Aotizhongxin,48.60274832483187,80.01950127354486,13.388445058413325,56.02883064289453,818.0610717723811,53.95215358861653,2.661532738095238,1022.0205853174604,-13.62767857142857,4.546104747954085e-06,1.55268684084362
2016-01,Aotizhongxin,50.59339503080695,80.75538733676615,14.533102519226532,55.178197921267355,1053.748131072739,33.071236559139784,-4.55,1025.95,-18.059677419354838,1.5398096726941255e-06,1.561392560126432
2016-09,Aotizhongxin,51.26922554313382,76.81787786170975,3.3319444444444444,52.50069022066961,700.6944444444445,44.27460329140207,22.122552358906525,1009.3458333333333,13.919305555555555,1.6972124392361916e-05,1.4709774567285028
2013-12,Aotizhongxin,52.3331290256649,84.9345411314249,17.6848162675477,56.01338603618618,1029.450717598165,17.795719623655913,-0.16129032258064516,1019.95,-12.480779569892475,0.0,1.4444323280554847
2013-04,Aotizhongxin,54.958893558920835,98.71440179582953,14.726177385313457,56.081704207852695,869.1123843823461,48.16046008668276,12.260694444444445,1008.2969444444445,-1.553611111111111,9.546819970703578e-06,1.5754681272067106
2013-11,Aotizhongxin,55.02279023119629,90.7611244365251,16.164738454245317,56.60344357290014,1005.1962358562936,32.01465805555556,5.530972222222222,1016.9720833333333,-6.101111111111111,0.0,1.4199130084594802
2015-06,Aotizhongxin,55.12939335136386,88.06201262599332,7.293055555555555,50.83669130924034,760.9542984304062,60.3117687118713,24.53777777777778,1000.3461111111111,14.301388888888889,3.447462767198514e-05,1.5977874622661605
2015-05,Aotizhongxin,55.598120790339756,97.77453331927018,8.63347460643395,51.68407693991605,758.8465187665255,58.30835530444791,21.45551075268817,1003.4489247311828,6.613440860215054,1.2318477381553004e-05,1.6142822733614994
2014-11,Aotizhongxin,55.716460218774564,88.44882384809681,13.660353952762314,57.85216399152533,992.1151050423456,16.529166666666665,5.940972222222222,1020.3208333333333,-3.7525000000000004,1.0607577745226198e-06,1.4638095641593942
2016-06,Aotizhongxin,55.98272357134256,77.2111329722583,5.536111111111111,51.71437078260172,735.6944444444445,59.44555416132722,25.735833333333332,1000.7619444444445,14.683472222222223,2.598856547580418e-05,1.5548254936389552
2014-06,Aotizhongxin,56.2576688460149,69.02270762035135,6.185381303326172,52.1517735976888,687.0946969603131,53.02635634836775,24.585972222222225,999.991388888889,17.527638888888887,2.1745534377713706e-05,1.4898048715801455
2013-08,Aotizhongxin,56.855111041959525,84.4015699371241,6.924022249453534,52.67320536889456,814.0249377158009,41.98234844429633,26.744354838709675,999.3168010752687,20.47043010752688,2.4636954763106008e-05,1.4042437374821768
2017-01,Aotizhongxin,57.008568774548046,88.48940637715704,15.268749748832182,55.5383191212906,935.338160593019,40.22123489339923,-0.9166890681003584,1024.8442876344086,-12.546908602150538,1.5398096726941255e-06,1.5050525105618324
2016-02,Changping,29.376842025812895,56.38179468376128,10.25647152266279,39.396098616993,734.6776708434642,47.336631498453734,1.4364942528735631,1017.4918103448276,-14.92255747126437,4.108509575956208e-06,1.7044124512483285
2016-08,Changping,36.50806451612903,59.21282774938117,3.060483870967742,32.27860499470976,858.1408312032078,52.25768281133933,27.188440860215056,998.986693548387,18.888306451612902,1.4519679003200077e-05,1.5593854756438428
2015-08,Changping,38.26221960642169,60.92739707448998,2.8010752688172045,32.59006949507898,503.36021505376345,57.582810668361,26.23481182795699,998.7971774193549,17.89489247311828,1.0249185178729467e-05,1.4519889803799095
2015-09,Changping,38.64028873393414,60.815526450046896,4.223611111111111,37.64415191709532,718.9957485987277,48.503781264864365,20.402916666666666,1006.6304166666667,13.372638888888888,4.236329873874846e-05,1.4218827431654308
2015-10,Changping,39.429507502716994,62.78981940319882,5.094086021505376,40.629850134792505,814.932512216411,41.12999271827685,14.438844086021506,1010.8567204301075,3.2696236559139784,9.822135796282405e-06,1.517292710412059
2014-12,Changping,40.182571239932386,71.4126591780734,14.08599238071751,36.91537732235393,787.9254824275158,35.35485476042732,-0.5705645161290323,1021.803494623656,-17.585483870967742,0.0,1.639220198918483
2016-01,Changping,42.49598894739941,69.61562928014649,12.936033639421598,39.66096779791665,895.9333671118442,34.4196236575776,-4.150268817204301,1020.8315860215054,-18.604569892473116,8.540987648941221e-07,1.6504647402389228
2017-02,Changping,42.66236576416729,62.44124931158272,11.990517445360586,37.57876659714586,833.9604786494414,44.46639570240777,2.3755233134920637,1016.9355654761904,-13.97202380952381,2.8368280405411915e-06,1.6071453597583063
2016-09,Changping,42.83813828523082,62.836455444125114,3.4375,35.830250309775124,784.4451998541347,46.132324156554255,21.30867151675485,1004.6130555555555,13.151805555555555,1.5003668303306746e-05,1.4815834499556
2014-06,Changping,43.119070968641466,63.88257983650603,5.412383293886563,33.51677897743605,685.9762506014148,59.80170172959187,25.143333333333334,996.983611111111,14.635555555555555,1.544495266516871e-05,1.556855917639951
2016-05,Changping,43.235229190739396,72.73827336920392,6.143817204301075,34.26853273042423,573.2333874867473,56.61219055505498,21.06290322580645,1000.7041666666667,6.174327956989247,1.53737777680942e-05,1.6675132530805186
2015-06,Changping,44.7723747132228,71.06798083411185,4.6125,33.67916792649275,675.3025950926574,58.00406383587362,24.585833333333333,995.6295833333334,13.316388888888888,2.0299080645650304e-05,1.597554675625349
2016-03,Changping,45.49148656588628,81.55334463520232,10.078604735384587,39.70674291709952,862.9574374734327,47.82179196956885,8.85013440860215,1011.7354838709676,-9.568548387096774,0.0,1.5840194494598743
2013-11,Changping,46.43639052874744,73.70813061647951,14.907237382027855,40.406017540318366,826.7798915838517,32.139765656751464,6.698333333333333,1013.7761111111112,-8.468055555555555,0.0,1.5731137732728346
2013-04,Changping,46.88891445325373,80.93583517753324,11.680051709782063,41.45019258355943,712.410229442244,59.0131497434305,12.412222222222221,1004.9820833333333,-4.264027777777778,7.501834151653373e-06,1.6653629630059035
2015-05,Changping,47.3847877015669,78.63115410910957,5.878425662725321,33.940653998717416,639.9193548387096,59.42817817241432,21.391129032258064,998.5938172043011,5.40497311827957,1.4092629620753016e-05,1.673595579061318
2017-01,Changping,48.74334318628425,71.663702294606,12.985315296717596,40.592288028545234,894.4648959510254,34.94688252488077,-1.0939466525857655,1019.5431899641577,-13.939650537634408,0.0,1.5791414380375581
2014-08,Changping,48.76288616790435,75.6876542622857,4.584384144722155,34.23088280635298,738.1727740523884,58.80319233722831,26.356989247311827,999.4934139784946,16.171236559139786,1.3665580238305954e-05,1.5901430059968091
2014-05,Changping,48.91269485107417,80.38145846357277,9.753560231882377,36.29925260184779,706.155158581128,60.93618693070101,22.026209677419356,998.2958333333333,4.548790322580645,1.4092629620753016e-05,1.620840956621062
2013-08,Changping,49.120125587558476,67.18568816397928,6.701302280565756,32.867932785254844,751.2694245026892,53.6750972111982,26.96733870967742,996.0668010752687,18.94233870967742,1.622787653298832e-05,1.5094304088412647
2016-02,Dingling,25.575494649684913,43.059079014137694,7.557813439071019,12.789702424687796,507.912427087349,70.79519471272995,1.4364942528735631,1017.4918103448276,-14.92255747126437,4.108509575956208e-06,1.7044124512483285
2015-10,Dingling,32.42858338991191,52.78548538892937,7.590176454299236,22.86487377663026,775.0613432825751,63.15913570616178,14.438844086021506,1010.8567204301075,3.2696236559139784,9.822135796282405e-06,1.517292710412059
2014-12,Dingling,33.37021831738094,52.41560892340642,10.51811882953199,15.539267087674858,602.9568732919098,59.38490187066585,-0.5705645161290323,1021.803494623656,-17.585483870967742,0.0,1.639220198918483
2015-09,Dingling,34.18832666695186,45.20265514487794,3.727841168054605,16.916828503407263,579.2180617743428,63.06738905615931,20.402916666666666,1006.6304166666667,13.372638888888888,4.236329873874846e-05,1.4218827431654308
2015-08,Dingling,34.469900407917685,49.916793071471155,5.3904330024177,13.879793871567259,611.5591397849462,65.44590067661335,26.23481182795699,998.7971774193549,17.89489247311828,1.0249185178729467e-05,1.4519889803799095
2013-11,Dingling,35.6122729508898,58.59825119780972,10.54249580353914,23.20263528665044,541.994738391069,57.743512548608216,6.698333333333333,1013.7761111111112,-8.468055555555555,0.0,1.5731137732728346
2016-08,Dingling,37.14171279200062,44.77956989247312,2.25,8.75268817204301,618.4298471351311,62.68083718751365,27.188440860215056,998.986693548387,18.888306451612902,1.4519679003200077e-05,1.5593854756438428
2016-01,Dingling,37.23989603342828,58.863037358415575,10.484353872826095,17.537631236752336,600.6771392985852,63.89120732878441,-4.150268817204301,1020.8315860215054,-18.604569892473116,8.540987648941221e-07,1.6504647402389228
2017-02,Dingling,37.805462562335,50.22870679329226,8.97055418123187,17.85743743272506,648.6465565007659,66.31477043531488,2.3755233134920637,1016.9355654761904,-13.97202380952381,2.8368280405411915e-06,1.6071453597583063
2015-06,Dingling,38.44682911960986,58.140144735341096,5.93063276332801,15.694722222222223,480.58394610173144,65.11255826438124,24.585833333333333,995.6295833333334,13.316388888888888,2.0299080645650304e-05,1.597554675625349
2013-12,Dingling,38.73593222163344,52.79219809123226,12.246145792946356,22.051475580896316,685.4001492508936,61.06189053967615,0.8397849462365591,1016.7747311827957,-14.672849462365592,0.0,1.5931688520983083
2014-06,Dingling,38.8046432951175,43.21985497946612,4.003384045554795,13.825393500309751,442.72528150905015,66.27869728421048,25.143333333333334,996.983611111111,14.635555555555555,1.544495266516871e-05,1.556855917639951
2015-05,Dingling,40.06367297034731,68.62593258042438,6.149670940050636,16.007862850361644,539.7002748353855,66.80293212777185,21.391129032258064,998.5938172043011,5.40497311827957,1.4092629620753016e-05,1.673595579061318
2016-09,Dingling,40.43651701174994,50.64829654346338,3.0702904558331436,12.37678238919864,460.22528150905015,60.9110715466294,21.30867151388889,1004.6130555555555,13.151805555555555,1.5003668303306746e-05,1.4815834499556
